mine_fac,mine_other_names,country,state,region,province,district,sector,location_municipality,latitude,longitude,surface_area,unit_surface_area,claim_concession_area,unit_concession_area,mine_or_processing,commodities_products,mining_facility_types,production_start,production_end,activity_status,year_activity_status,certification_scheme,source,source_url,comment,,,,,,,
Zhezkazgan East and West,,Kazakhstan,,,,,,,47.87284528,67.4852258,,,,,Mine,"Copper, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Zhezkazgan Annensky,Annensky,Kazakhstan,,,,,,,47.88436785,67.49154579,,,,,Mine,"Copper, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Zhezkazgan Zhomart,Zhomart,Kazakhstan,,,,,,,47.86965873,67.44467041,,,,,Mine,"Copper, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Kounrad,Konyrat,Kazakhstan,,,,,,,46.98698163,74.9787041,,,,,Mine,"Copper, Gold, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Shatyrkul,,Kazakhstan,,,,,,,43.6166343,74.26219956,,,,,Mine,"Copper, Gold, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Sayak,,Kazakhstan,,,,,,,46.99675548,77.40954123,,,,,Mine,"Copper, Gold, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Abyz,,Kazakhstan,,,,,,,,,,,,,Mine,"Copper, Zinc, Gold, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Nurkazgan,,Kazakhstan,,,,,,,50.1604341,72.9777717,,,,,Mine,"Copper, Gold, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Akbastau,,Kazakhstan,,,,,,,48.62681861,77.70572872,,,,,Mine,"Copper, Zinc, Gold, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Kosmurun,,Kazakhstan,,,,,,,48.60620634,77.78820853,,,,,Mine,"Copper, Zinc, Gold, Silver",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Molodenzhny,,Kazakhstan,,,,,,,50.86215476,73.67082333,,,,,Mine,Coal,,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Kusheki,Kuu-Chekinsky,Kazakhstan,,,,,,,50.26709033,73.3920026,,,,,Mine,Coal,,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Zhezkazgan Smelter,,Kazakhstan,,,,,,,47.77659224,67.72251829,,,,,Smelter,"Copper cathodes, Copper rod",,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Balkhash Smelter,Balhashcvetmet; BGMC; Balkhash Mining and Metallurgical Combine,Kazakhstan,,,,,,,46.83840799,74.94995384,,,,,Smelter,Copper cathodes,,,,,,,KAZ minerals plc (2009) Annual Report 2008,http://annualreports.com/HostedData/AnnualReportArchive/k/LSE_KAZ_2008.pdf,,,,,,,,
Aitik,,Sweden,,,,,,,67.0750732,20.963623,,,,,Mine,"Copper, Silver, Gold",Open pit,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
The Boliden Area,,Sweden,,,,,,,,,,,,,Mine,"Copper, Zinc, Lead, Silver, Gold, Tellurium",,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Garpenberg,,Sweden,,,,,,,60.32570799,16.22481068,,,,,Mine,"Zinc, Silver, Lead, Copper, Gold",Underground,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Kevitsa,,Finland,,,,,,,67.6940593,26.9280636,,,,,Mine,"Nickel, Copper, Gold, Platinum, Palladium, Cobalt",Open pit,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Kylylahti,,Finland,,,,,,,62.85923,29.3374177,,,,,Mine,"Copper, Gold, Zinc, Nickel, Cobalt",Underground,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Tara,,Ireland,,,,,,,53.6544786,-6.7204865,,,,,Mine,"Zinc, Lead, Silver",Underground,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Bergsöe,,Sweden,,,,,,,55.86318902,12.85078372,,,,,Smelter,"Lead, Lead alloys",,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Harjavalta,Pori,Finland,,,,,,,61.31679644,22.12615258,,,,,Smelter,"Copper, Nickel, Gold, Silver, Sulphuric acid",,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Kokkola,,Finland,,,,,,,63.86163268,23.05791474,,,,,Smelter,"Zinc, Zinc alloys",,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Odda,,Norway,,,,,,,60.09299746,6.532499066,,,,,Smelter,"Zinc, Zinc alloys",,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Rönnskär,,Sweden,,,,,,,64.67150583,21.26362346,,,,,Smelter,"Copper, Gold, Silver, Lead, Sulphuric acid, Zinc clinker",,,,,,,Boliden Group (2019) Boliden 2018 Annual and Sustainability Report,https://vp217.alertir.com/afw/files/press/boliden/201903076646-1.pdf,,,,,,,,
Fresnillo,,Mexico,,Zacetecas,,,,,23.1620009,-102.8722391,,,,,Mine,"Silver, Gold, Lead, Zinc",Underground,1554,,,,,Fresnillo plc (2019) Annual Report and Accounts 2018,http://www.fresnilloplc.com/media/412015/fres-30452-annual-report-2018-web.pdf,,,,,,,,
Saucito,,Mexico,,Zacetecas,,,,,23.1272277,-102.9258891,,,,,Mine,"Silver, Gold, Lead, Zinc",Underground,2011,,,,,Fresnillo plc (2019) Annual Report and Accounts 2018,http://www.fresnilloplc.com/media/412015/fres-30452-annual-report-2018-web.pdf,,,,,,,,
San Julian,,Mexico,,Chihuahua / Durango border,,,,,26.03203722,-106.5008561,,,,,Mine,"Silver, Gold, Lead, Zinc",Underground,2016,,,,,Fresnillo plc (2019) Annual Report and Accounts 2018,http://www.fresnilloplc.com/media/412015/fres-30452-annual-report-2018-web.pdf,,,,,,,,
Cienega,,Mexico,,Durango,,,,,25.0487097,-106.3407011,,,,,Mine,"Silver, Gold, Lead, Zinc",Underground,1992,,,,,Fresnillo plc (2019) Annual Report and Accounts 2018,http://www.fresnilloplc.com/media/412015/fres-30452-annual-report-2018-web.pdf,,,,,,,,
Herradura,La Herradura,Mexico,,Sonora,,,,,31.1476674,-112.8618622,,,,,Mine,"Gold, Silver","Open pit, Heap leach, Merrill-Crowe, Dynamic leaching plant",1997,,,,,Fresnillo plc (2019) Annual Report and Accounts 2018,http://www.fresnilloplc.com/media/412015/fres-30452-annual-report-2018-web.pdf,,,,,,,,
Noche Buena,,Mexico,,Sonora,,,,,31.0252067,-112.6482245,,,,,Mine,"Gold, Silver","Open pit, Heap leach, Merrill-Crowe",2012,,,,,Fresnillo plc (2019) Annual Report and Accounts 2018,http://www.fresnilloplc.com/media/412015/fres-30452-annual-report-2018-web.pdf,,,,,,,,
Mega Centauro,,Mexico,,Sonora,,,,,31.13607299,-112.8750025,,,,,Mine,Gold,Open pit,,,,,,"Fresnillo plc (2018) Fresnillo plc December 31, 2018 Consolidated Audited Ore Reserve Statement for Fresnillo plc Operating and Development Properties, SRK Consulting (U.S.), Inc.",http://www.fresnilloplc.com/media/407956/FRES-Consolidated-Audited-Ore-Reserve-Statement-2018.pdf,,,,,,,,
Soledad-Dipolos,,Mexico,,,,,,,31.223036,-112.9039325,,,,,Mine,"Gold, Silver",Open pit,,2013,,,,"Fresnillo plc (2018) Fresnillo plc December 31, 2018 Consolidated Audited Ore Reserve Statement for Fresnillo plc Operating and Development Properties, SRK Consulting (U.S.), Inc.",http://www.fresnilloplc.com/media/407956/FRES-Consolidated-Audited-Ore-Reserve-Statement-2018.pdf,,,,,,,,
Hotazel,,South Africa,,Kalahari Basin,,,,,,,,,,,Mine,Manganese ,"Underground, Open Pit",,,,,,South32 Website (South Africa Manganese); South32 Annual Report 2019 ,https://www.south32.net/our-business/southern-africa/south-africa-manganese ; https://www.south32.net/docs/default-source/all-financial-results/2019-annual-reporting-suite/annual-report-2019.pdf ,,,,,,,,
Meyerton Metalloys Smelter,,South Africa,,,,,,Meyerton,-26.58090755,27.99227487,,,,,Smelter,high and medium carbon ferromanganese alloy,,1939,,,,,South32 Website (South Africa Manganese); South32 Annual Report 2019 ,https://www.south32.net/our-business/southern-africa/south-africa-manganese ; https://www.south32.net/docs/default-source/all-financial-results/2019-annual-reporting-suite/annual-report-2019.pdf ,,,,,,,,
GEMCO,Groote Eylandt Mining Company operation,Australia,,Island of Groote Eylandt,,,,,-13.9758435,136.443067,,,,,Mine,Manganese ,Open pit,,,,,,South32 Website (GEMCO),https://www.south32.net/our-business/australia/gemco,,,,,,,,
TEMCO,Tasmanian Electro Metallurgical Company,Australia,,Northern Tasmania,,,,,-41.128327,146.869546,,,,,Smelter,"High-carbon Ferromanganese, silicomanganese, sinter",,,,,,,South32 Website (TEMCO),https://www.south32.net/our-business/australia/temco,,,,,,,,
Lonshi,,Democratic Republic of Congo,,,,,,,-13.1715141,28.94575813,,,,,Mine,Copper,Open Pit,,2009,inactive,2008,,First Quantum Minerals Ltd (2008) Annual Report 2008 ; First Quantum Minerals Ltd (2007) Annual Report 2007,http://www.annualreports.com/Company/first-quantum-minerals-ltd,,,,,,,,
Bwana,Bwana Mkubwa,Zambia,,,,,,,-13.01905047,28.66696369,,,,,Refinery,Copper cathode,SX-EW Facility,,,,,,First Quantum Minerals Ltd (2008) Annual Report 2008 ; First Quantum Minerals Ltd (2007) Annual Report 2008,http://www.annualreports.com/Company/first-quantum-minerals-ltd,Processed Ore from Lonshi Mine by leaching,,,,,,,
Bulyanhulu ,,Tanzania,,Shinyanga,,Kahama,,,-3.2286885,32.4836792,,,,,Mine,"Gold, Copper","Underground, CIL Circuit",,,,,,African Barrick Gold Annual Report 2010,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2010.pdf,,,,,,,,
Buzwagi ,,Tanzania,,Shinyanga,,Kahama,,,-3.8639977,32.6710224,,,,,Mine,"Gold, Copper",Open Pit,,,,,,African Barrick Gold Annual Report 2010,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2010.pdf,,,,,,,,
North Mara,,Tanzania,,Mara,,Tarime,,,-1.4670389,34.5106118,,,,,Mine,Gold,"Open Pit, Underground",,,,,,African Barrick Gold Annual Report 2010,http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2010.pdf,,,,,,,,
Tulawaka,,Tanzania,,Kagera,,Biharamulo,,,-3.2039335,31.5294743,,,,,Mine,Gold,"Open Pit, Underground",,2013,inactive,2020,,"African Barrick Gold Annual Report 2010, African Barrick Gold Annual Report 2012",http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2010.pdf ; http://www.annualreports.com/HostedData/AnnualReportArchive/A/LSE_ACA_2012.pdf,,,,,,,,
Olympic Dam,,Australia,,,,,,,-30.44642789,136.870109,,,,,"Mine, Refinery, Smelter","Copper, Coper Anodes, Copper cathodes, Uranium oxide, Gold, Silver","Underground, Flash Furnace, SX-EW, Grinding circuits",1988,,active,2019,,"BHP Annual Report 2019, BHP Website (Olympic Dam)",https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en ; https://www.bhp.com/our-businesses/minerals-australia/olympic-dam/ ,,,,,,,,
Mount Newman,"Mt Newman, Mt Newman joint venture, Newman",Australia,Western Australia,Pilbara,,,,,,,,,,,Mine,Iron,Open pit,1969,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Yandi,Yandi Joint venture,Australia,Western Australia,Pilbara,,,,,-22.767476,119.202604,,,,,Mine,Iron,Open pit,1992,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Jimblebar ,,Australia,Western Australia,Pilbara,,,,,-23.3691921,120.0619277,,,,,Mine,Iron,Open pit,1989,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Mount Goldsworthy,"Mt Goldsworthy, Mount Goldsworthy Joint Venture",Australia,Western Australia,Pilbara,,,,,,,,,,,Mine,Iron,Open pit,1966,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
POSMAC,POSMAC Joint Venture,Australia,Western Australia,Pilbara,,,,,,,,,,,Mine,Iron,Open pit,2003,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Samarco,,Brazil,,,,,,,-20.20103315,-43.49220231,,,,,Mine,Iron,Open pit,1977,,inactive,2019,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Blackwater,,Australia,Bowen Basin,,,,,,-23.6868712,148.8003546,,,,,Mine,Metallurgical bituminous coal,Open pit,1967,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Goonyella Riverside,,Australia,Bowen Basin,,,,,,,,,,,,Mine,"Metallurgical bituminous coal, Thermal bituminous coal",Open pit,1971,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,Goonyella merged with Riverside Mine in 1989,,,,,,,
Peak Downs,,Australia,Bowen Basin,,,,,,-22.2548999,148.1796569,,,,,Mine,Metallurgical bituminous coal,Open pit,1972,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Saraji,,Australia,Bowen Basin,,,,,,-22.420059,148.2805583,,,,,Mine,Metallurgical bituminous coal,Open pit,1974,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Daunia,,Australia,Bowen Basin,,,,,,-22.0608378,148.2976243,,,,,Mine,Metallurgical bituminous coal,Open pit,2013,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Caval Ridge,,Australia,Bowen Basin,,,,,,-22.1566404,148.0584325,,,,,Mine,Metallurgical bituminous coal,Open pit,2014,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Broadmeadow,,Australia,Bowen Basin,,,,,,-21.82345229,147.9809779,,,,,Mine,Metallurgical bituminous coal,Underground ,2005,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Norwich Park,,Australia,Bowen Basin,,,,,,-22.700951,148.414307,,,,,Mine,Metallurgical bituminous coal,Open pit,1979,2012,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Gregory,,Australia,Bowen Basin,,,,,,,,,,,,Mine,"Thermal bituminous coal, Metallurgical coal",Open pit,1979,2012,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
South Walker Creek,,Australia,Bowen Basin,,,,,,-21.77721701,148.4815861,,,,,Mine,Metallurgical bituminous coal,Open pit,1996,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Poitrel,,Australia,Bowen Basin,,,,,,-22.0412898,148.2604074,,,,,Mine,Metallurgical bituminous coal,Open pit,2006,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Mount Arthur,New South Wales Energy Coal,Australia,Hunter Valley,,,,,,,,,,,,Mine,Thermal bituminous coal,Open pit,2002,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
Illawarra,,Australia,,,,,,,,,,,,,Mine,"Thermal coal, Metallurgical coal",,,,,,,BHP Billiton (2013) Annual Report 2013,https://www.bhp.com/-/media/bhp/documents/investors/reports/2013/bhpbillitonannualreport2013.pdf?la=en,,,,,,,,
Middelburg/Wolvekrans,"Wolvekrans Middelburg Complex (WMC), WMC",South Africa,Witbank,,Mpumalanga,,,,-25.9986956,29.3415447,,,,,Mine,Thermal bituminous coal,,,,,,,BHP Billiton (2013) Annual Report 2013,https://www.bhp.com/-/media/bhp/documents/investors/reports/2013/bhpbillitonannualreport2013.pdf?la=en,,,,,,,,
Khutala,,South Africa,Witbank,,Mpumalanga,,,,-26.123808,29.0040029,,,,,Mine,Thermal coal,,,,,,,BHP Billiton (2013) Annual Report 2013,https://www.bhp.com/-/media/bhp/documents/investors/reports/2013/bhpbillitonannualreport2013.pdf?la=en,,,,,,,,
Klipspruit,,South Africa,Witbank,,Mpumalanga,,,,-26.0527538,29.0334321,,,,,Mine,Thermal coal,,,,,,,BHP Billiton (2013) Annual Report 2013,https://www.bhp.com/-/media/bhp/documents/investors/reports/2013/bhpbillitonannualreport2013.pdf?la=en,,,,,,,,
Optimum,,South Africa,,,Mpumalanga,,,,-26.0058506,29.6122487,,,,,Mine,Thermal coal,Open pit,,,,,,BHP Billiton (2007) Form 20-F Annual Report 2007,https://www.bhp.com/-/media/bhp/documents/investors/reports/2007/20fstatement2007.pdf?la=en,,,,,,,,
Koornfontein,,South Africa,,,Mpumalanga,,,,-26.09389904,29.44499197,,,,,Mine,Thermal coal,Underground,,,,,,BHP Billiton (2007) Form 20-F Annual Report 2007,https://www.bhp.com/-/media/bhp/documents/investors/reports/2007/20fstatement2007.pdf?la=en,,,,,,,,
Zululand Anthracite Collieries,,South Africa,,,,,,,-28.2215669,31.6738147,,,,,Mine,Thermal coal,,,,,,,BHP Billiton (2007) Form 20-F Annual Report 2007,https://www.bhp.com/-/media/bhp/documents/investors/reports/2007/20fstatement2007.pdf?la=en,,,,,,,,
Riestpruit,,South Africa,,,,,,,-26.13375,29.20524,,,,,Mine,Thermal coal,,,,,,,BHP Billiton (2004) Form 20-F Annual Report 2004,https://www.bhp.com/-/media/bhp/documents/investors/reports/2004/2004form20fdescriptionofbusinessparta.pdf?la=en,,,,,,,,
Delma,,South Africa,,,,,,,-26.26454032,28.83121236,,,,,Mine,Thermal coal,,,,,,,BHP Billiton (2004) Form 20-F Annual Report 2004,https://www.bhp.com/-/media/bhp/documents/investors/reports/2004/2004form20fdescriptionofbusinessparta.pdf?la=en,,,,,,,,
Cerro Matoso,CMSA,Colombia,,,,,,,7.922525521,-75.54789549,,,,,"Mine, Smelter",Nickel,,,,,,,BHP Billiton (2013) Annual Report 2013,https://www.bhp.com/-/media/bhp/documents/investors/reports/2013/bhpbillitonannualreport2013.pdf?la=en,,,,,,,,
Yabulu,,Australia,,,,,,,-19.20501108,146.6123901,,,,,Refinery,"Nickel, Cobalt",,,,,,,BHP Billiton (2007) Form 20-F Annual Report 2007,https://www.bhp.com/-/media/bhp/documents/investors/reports/2007/20fstatement2007.pdf?la=en,,,,,,,,
Mount Keith,,Australia,,,,,,,-27.20957042,120.5562416,,,,,Mine,Nickel,Open pit,1995,,,,,BHP Group (2019) Annual Report 2019,https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf?la=en,,,,,,,,
